"NULL.Name","NULL.Year.","artist","title2","lyrics"
"Beginning Endlessly Lyrics","2010","Prince","Beginning-Endlessly-Lyrics","Nevermind the bird feed honey, just tell me your name
You wont have that long if I get my way in this game
My reputation precedes me, call it claim to fame
They know me around the world, you want me just the same, [Chorus:]
Why should you be satisfied with just heaven and earth?
When if you look around there's so much more to the universe
Maybe every shining star, is just another part
If you and I could ever open up our dirty hearts, (Oh! Open up baby. Oh. Hey-hey ...), Listen, All of us in minerals and chemicals of space
You cary within your womb, that's how we got to this place
This might be a bit serious, but if it turns you on
Come with me now let's get nice till serious is gone, [Chorus], (Oh! Come on! Oh! Oh. Get nice.), Love is much to small a word for what you feel for me
If you ever let me explore your anatomy
You and I lost in each other prisoners let free
Come on Darlin' let's get down beginning endlessly, (Uh uh. Let's get down! Uh uh. Beginning endlessly
Uh uh. Let's get down! Whooh!), Come on! You see that I want ya. Ooh wee!
Come on! Can't you see that I want ya. Feel me now!, History is full of praise for another's history
More and more than the one that became before both u and me
Left alone with our devices, whatever will be will be, A brand new story in the making beginning endlessly, (Oh!), Love is much to small a word, for what you feel for me
(Feel for me)
If ever you you let me be, let me be your man
Ooh baby! Understand. I wanna I wanna be your man
(Get on down!)
(Come on!)
(Ah, ah-ah)
(Come on! Come on!)
(Ah, ah-ah)
(Oh! Oh!)"
"Betcha By Golly Wow! Lyrics","2006","Prince","Betcha-By-Golly-Wow-Lyrics","There's a spark of magic in your eyes
candyland appears each time u smile
never thought that fairy tales came true
but they come true when i'm near u
u're a genie in disguise
full of wonder and surprise and...
Chorus:
betcha by golly wow! (wow!) (wow!)
u're the one that i've been waiting 4 4ever
and ever will my love 4 u keep growing strong
keep growing strong
If i could, i'd catch a falling star
2 shine on u so i know where u are
paint a rainbow in your favorite shade
2 show i love u, thinking of u
Write your name across the sky
anything u ask, i'll try cuz..., (chorus)
betcha by golly!
u're the one, yes u are! (don't u let 'em tell u otherwise)
and ever will my love 4 u keep growing strong!
Baby, sometime
a man can't find words 2 express all the things he feels inside
but every just so often
the words of another who's truly in love seem 2 work out fine, 2 say i love u (i love u)
2 say i'm thinking of u!, (chorus)
u're the one i'm thinking of, thinkin' of
ever will my...
and ever will my love 4 u keep growing strong
keep growing strong, i love u, baby"
"Better with Time Lyrics","2016","Prince","Better-with-Time-Lyrics","This might seem strange
Since so much time has passed
And since only one of us
Still looks the same
Your words not mine, baby
You are still fine yes you are
Like wine, you get better with time
So young and so naive
That eI never once believed
That the memory of you would go thru
Like wind goes thru the trees, Maybe if you believe baby
That I would no deceive you
U and I side by side or somewhere
In between, I don't know if this is a bore
But I just can no longer ignore
This fact so sublime
You get better with time, Anyone who's met you agrees
That no one forgets you most of all not me
You can claim you're humble and hide
But when it's true my dear
It's not pride, A jury of my peers would find me
Guilty of so many crimes
If I chose not to remind you
That you get better with time, This might seem absurd
to someone so cultured
And to one who would grace any stage, When the hair that frames that face
Dark brown or silvery lace
What is age but a cage? Never mind
You'll be blind to not know that you get better with time"
"Big City Lyrics","2016","Prince","Big-City-Lyrics","Alright you polaroids. let's go!
(yeah. yeah. yeah.)
Mhh we're in the big city
Uh. come on!, Where ever we are it's a big city
Dirty little hotel room or working on a farm
If everybody is a star - to me - you're the most pretty
I'm in da big city, da big city, da big city
When I'm in your arms, Bright Lights, a sea of faces
Something tells me this is gonna be fun
Tonight's the night
And of all the places
That I'm going to fall in love, it's got to be this one, There'll never be anybody happier than this
Let's make a vow and seal it with a kiss
(uh. yeah), Where ever we are it's a big city
Dirty little hotel room or working on a farm
If everybody is a star - to me - you're the most pretty
I'm in da big city, da big city, da big city
When I'm in your arms, It's our time - we're in the line for the big break
Everything is looking up when you're this low to the ground
It's bout time
Everybody's on the take
Let's get a big brush and paint this town, The night is young...
Much younger than we are
Let's kiss the night
Away in a fast car, Where ever we are it's a big city
Dirty little hotel room or working on a farm
If everybody is a star - to me - you're the most pretty
I'm in da big city (and me), da big city, da big city
When I'm in your arms, Everybody's getting money instead of getting saved
Not you and me honey we already gave
Just as long as eye got you don't care come what may..., (Well. she's in da big city), Eye just came to tell y'all
From the darkest desperation to the highest bliss
Power to the one's aware of the bigger than this!
Big city uh. where's my guitar?
What's going on? everything good, Where ever we are it's a big city
Dirty little hotel room or working on a farm
If everybody is a star - to me - you're the most pretty
I'm in da big city, da big city, da big city
When I'm in your arms, The big city so pretty
Oh yeah
Taking back the lane give it to the next man, plane
Foxy and you what you wanna do?
That's it."
"Big Fun Lyrics","2006","Prince","Big-Fun-Lyrics","Yo, let me light that
Haven't I seen you somewhere before?
What's your name?
You come here often?
What's your sign? Yeah, Yeah, my sign is Big Fun
(Big Fun)
Get freaky, let your head bob
Get freaky, let the head bob
Get freaky, let the head bob, Get freaky, get freaky
(I wonder if she)
Get freaky, let the head bob
Get freaky, let the head bob
Get freaky, let the head bob
(Yeah)
Get freaky, get freaky, Psychedelic mama
Tell me girl, what's your sign?
You and me should get together
It wouldn't be a waste of time, I got some new devices
Make you feel so good
I can't guarantee your safety
It oughta be understood
We could have big fun, Get freaky, let the head bob
Get freaky, let the head bob
You and me should get together
Doin' it on the one, We could have big fun
Get freaky, let the head bob
Get freaky, let the head bob, I could make you feel much better
Give up the number hon'
We could have big fun
(Hey), I was checkin' for ya on the floor
I had my boys watchin' you since June of '94
Oh yeah, it's like that
I'm goin' for mine, you should go for yours, What the **** you waitin' on baby?
Get your shit, let's hit the door
We could have big fun, Get freaky, let the head bob
Get freaky, let the head bob
You and me should get together
Doin' it on the one, We could have big fun
Get freaky, let the head bob
Get freaky, let the head bob, I could make you feel much better
Give up the number hon'
We could have big fun
(Hey), (Let's get outta here)
Get freaky, let the head bob
Get freaky, let the head bob
(Hey), Psychedelic mama
Come, meet a friend of mine
We don't have to get to freaky
We can take a rain check this time, Come and dig the funky music
I got some old **** you might get into
But next time we gonna get wild
'Cuz baby, you know it never was a sin to
Have big fun, Get freaky, let the head bob
You and me should get together
Doin' it on the one, We could have big fun
(Thought you wanted to do that)
Get freaky, let the head bob, I could make you feel much better
Give up the number hon
(That's what you were checked for)
We could have big fun
(Hey), Get freaky, let the head bob
Get freaky, let the head bob
Doin' it on the one
We could have big fun
(Go outside?)
Get freaky
(Cool)
(Hey), Check this out
You like that?
You like that?, Get freaky, let the head bob
(Make some noise)
Get freaky
(Make some noise)
(Hey), You and me should get together
Doin' it on the one
We could have big fun
(Hey), You and me should get together
Doin' it on the one
We could have big fun
(Hey)
You and me should get together, Get freaky, let the head bob
Get freaky, let the head bob
Get freaky, let the head bob
Get freaky, let the head bob
Get freaky, let the head bob, You and me should get together
Doin' it on the one
We could have big fun, You and me should get together
Doin' it on the one
We could have big fun
(Hey), Get freaky, let the head bob
Get freaky, let the head bob
Get freaky, let the head bob
Get freaky, get freaky, Get freaky, let the head bob
Get freaky, let the head bob
Get freaky, let the head bob
Get freaky, get freaky
(Hey, hey, hey, hey), You and me should get together
Get freaky, let your head bob
(Hey), You and me should get together
Doin' it on the one
We could have big fun, You and me should get together
Solomon, he no got no more woman than me
Doin' it on the one
(N.P.G.)
Silly muthafucker like he four-step
(Hey), You and me should get together
Get freaky, let the head bob
Get freaky, let the head bob, You and me should get together
Get freaky, let the head bob
Get freaky, get freaky
You and me should get together
Doin' it on the one
(Hey), I could make you feel much better
Give up the number, hon'
We could have big fun, You and me should get together
Doin' it on the one
We could have big fun"
"Billy Jack Bitch Lyrics","2006","Prince","Billy-Jack-Bitch-Lyrics","Billy Jack Bitch (Billy Jack, Billy Jack)
(Bitch) {Fishbone's ""Lyin' Ass Bitch"" sample repeats throughout song}
What if I called U silly names
Just like the ones that U call me?
What if I filled your eyes with tears
So many that U cannot see?, CHORUS:
Billy Jack Bitch - Do U ever really cry? (Billy Jack Bitch)
Billy Jack Bitch - Do U ever really try? (Billy Jack Bitch)
Billy Jack Bitch - Do U ever wonder why? (Billy Jack Bitch)
Billy Jack Bitch (Billy Jack Bitch), (Billy Jack Bitch), What if I told U that U're worth
Only half of what U be?
Would U come forth and tell no lies?
Would U come forth and talk 2 me?, CHORUS, (Billy Jack Bitch), What distortion could U let your pen forget 2day?
What misfortune left your heart so broken U only say
Words intended 2 belittle or dismay?
What if I say U lie?
Billy Jack Bitch (Well), Open letters aren't the only things that open wounds
Long hard shiny rocket ships can fly U 2 the moon, Whenever evil wants 2 groove
Come let me fly U 2 the moon
Then U can see how love will bloom
Joy - it's in the dictionary
See ""J"" Billy Jack Bitch, Do U ever really cry? (Do U ever really cry Billy Jack Bitch?)
Do U ever really try? (Do U ever really try Billy Jack Bitch?)
Do U ever wonder why? (Do U ever wonder why Billy Jack Bitch?)
Oh, Billy Jack Bitch (Billy Jack Bitch)
Billy, Billy, oh yeah yeah yeah!, (Do U ever really cry Billy Jack Bitch?)
(Do U ever really try Billy Jack Bitch?) Cry, cry
(Do U ever wonder why Billy Jack Bitch?) Try, try
(Billy Jack Bitch) Billy, Billy, oh, (Billy Jack Bitch)
(Billy Jack, Billy Jack)
(Billy Jack Bitch), Uh
(Billy Jack, Billy Jack)
Yeah, uh
(Billy Jack, Billy Jack) {x2}
(Billy Jack Bitch)
Solo with that on there, (Billy Jack Bitch) {x2}
""Please access another experience""
""Please access another experience""
(Billy Jack Bitch), Ha ha ha ha ha
Y'all some tight motherfuckers"
"Black Muse Lyrics","2016","Prince","Black-Muse-Lyrics","Just behind Groovy Potential, this is my favorite cut off the album., Reading the lyrics helps me comprehend the a little better., Any corrections are encouraged and welcomed., Black Muse
can I talk to you
what I got to share
is mighty good news
a brand new day is dawning
U and me know what to do
so much work to do, Black Muse
we've been so abused
Our mothers were good looking
and our fathers were too
if they don't stay together
we can walk no better in these shoes
Black Muse, long ago 2 men held one of us down
another took a whippin'
Made a terrible sound
a baby watch her father
falling down to the ground
that was you... and me., Black Muse
can I share with you
just came this morning
and it's mighty good news
they tipped the hour glass
now everything is past
it's true..., they gave the world back to u and me
the faces on the mountains
and the dirty sea
a trillion dollar bill
and no currency
still will we believe, Black Muse
we gon' make it thru
surly people that created
rhythm and blues
rock & roll and jazz
so u know we're built to last
it's cooool, it's cooool, it's cooool
black muse, a new day is coming
black muuuse
a new day is dawning
black muuuse, now that I got your attention
I think its 'bout time I mention
the reason why i wrote this song
like a UFO sighting
from my heart I am writing
the next close encounter
well, tell me how long
will it be on land or near the water
will it produce the star
of a black moon daughter
or a pillow covered with all our tears
one thousand light years away from here
one thousand light years from here, no yesterday or tomorrow
no better remedy for sorrow
then why the fifth held forever
will make you cry
I don't know why, one thousand light years from here
one thousand light years from here, two unbroken circles
joined together
make a butterfly
little darling
don't u wanna try
there ain't nothing better than
looking for me and seeing u in the mirror
one thousand light years away from here, why do we always seem so far away
when u know that I really
wanna be with u night and day
running out of ways to say how
so I think I'll just close for now."
"Black Sweat Lyrics","2006","Prince","Black-Sweat-Lyrics","Workin', workin' up a black sweat {x4}, I don't wanna take my clothes off, but I do
I don't wanna turn nobody on 'less it's U, oh
I don't wanna dance 2 hard, baby
But this is a groove (Yes it is, funky)
I'm hot, and I don't care who knows it
I got a job 2 do, yes (Think I don't, come on, come on, uh), I'm workin', workin' up a black sweat
I'm workin', workin' up a black sweat
I'm workin', Workin', workin' up a black sweat {x2}, I don't wanna break your pride (Pride)
But I got 2 (Got 2 hurt 'em, gon' hurt 'em y'all)
U bet' take your woman and hide her (Hide)
Cuz I'm about 2... (Tell 'em what U're 'bout 2 do, boy)
Got 2, got 2 show U what's really good (show U what's really good)
Break U off like U knew I would (Like U knew I would)
I got a brand new dance (I got a brand new dance)
And it's called the... uh!, Workin', workin' up a black sweat
I'm workin', workin' up a black sweat
I'm workin', Workin', workin' up a black sweat {x3}
Workin', Breakdown...
U can act hard if U want 2
This groove'll make U sweet
U b screamin' like a white lady
When I count 2 three
1, 2, 3!, Workin', workin' up a black sweat
I'm workin', workin' up a black sweat
I'm workin', workin' up a black
Workin', workin' up a black, hey!, Black sweat"
"Blue Light Lyrics","2006","Prince","Blue-Light-Lyrics","Oh well, here we are again
Lookin' 4 something 2 get us in the mood
I tell each and every one of my friends
That the love we make is really pretty rude
But they don't believe me cuz it's written all over my face
Like Evian and the deep blue sea
U and me got different taste
U like it in the dark but I like a..., CHORUS:
Blue light
Can U turn on a blue light?
Then cuddle up 2 me so tight
Just U and me all night, alright
Blue light
Can U turn on a blue light?
Then everything will be alright
Oh, blue light, U say U wish I was shy
I always take a simple thing and push it way 2 far
But baby, that's the problem with U and I
U say not in public but I say in the car, mm
Say, we need 2 get wild again like it was when we first met
Close your eyes and count 2 10 and when U open 'em
I'll be standing naked with nothing but a smile on, CHORUS, (Well)
I'll be 117
U'll be still sayin' - ""Baby, not 2night""
Well, it's easy 2 see us on the cover of a magazine, huh
""Double heart attack, couple both died in a fight""
Well baby, I don't wanna cross that road cuz I love U 2 much
I'd do anything just 2 heat up your cold touch
Anything I would do, but up until u tell me 2, CHORUS, Hey
Blue light
Can U turn on a blue light?
(Cuddle up 2 me so tight)
Cuddle up next 2 me, baby
U and me all night, alright
Blue light (Light)
Can U turn on a blue light?
And everything will be alright
Oh, blue light {x3}
Blue light {repeat 2 fade}"
"Bob George Lyrics","2006","Prince","Bob-George-Lyrics","(Gal)
Let me see ya dance, New coat, huh?
That's nice
Did u buy it?
Yeah, right
U seeing that rich motherfucker again
U know who I'm talking about
That slicked back paddy with all the gold in his mouth
Don't try to play me 4 yesterday's fool
Cuz I'll slap your ass into the middle of next week
I'm sorry baby, that's the rules, I pay the rent in this raggedy motherfucker
And all u do is suck up food and heat
Say what? Oh yeah?
4 someone who can't stand them T.V. dinners
U sure eat enought of them motherfuckers
Who bought u that diamond ring?
Yeah, right.
Since when did u have a job?
U seeing that rich motherfucker again
What's his name? Bob?
Bob, ain't that a bitch?
What's he do for a living?
Manage rock stars?
Who?
Prince?
Ain't that a bitch?
That skinny motherfucker with the high voice?
Please, who do I look like baby?
Yesterday's fool?
Don't u know I will kill u now?
U're fuckin' right.
I gotta gun
U think I don't?
Then what's this?
Oh, u quiet now
uh uh!
Little? Yeah, right. It might be little but it's loud, Yeah, right.
Uh uh!, Now put that suitcase down
And go in there
And put on that wig I bought U
No, No
No, No
The reddish-brown one
Bob, ain't that a bitch?
Oh
Gotcha
Got ya, Hey Bob, if u're out there, let me see u dance
U said u was funky
C'mon, c'mon, Ain't that a bitch?
Bob, (Come out with your hands up)
I'll kick your ass (This is your last warning)
Think I won't? (Oh no! The nigger's got a laser)
(Let's get the hell out of here), Is Mr. George home?
Hello, Mr. George? {Note: The high pitched voice}
This is your conscience, motherfucker {that responds to his call, when}
Why don't u leave motherfuckers alone? {slowed down to about 2 rpm, says}
What's wrong with u? {""Operator, what city please?""}
Well, why can't we just dance?
Why can't we just dance?
No, fuck that, fuck that
I don't talk about u, I don't talk about u
Wit' yo' little almond-shaped head ass
Who the fuck do u think this is?
I'll kick your ass... twice, Bob, if u're out there
Let me see u dance
U said u were funky, c'mon, B-O-B, spell the shit backwards, what'd it say
Same motherfuckin' shit, Turn it out, Bob, ain't that a bitch?"
"Boom Lyrics","2009","Prince","Boom-Lyrics","What if another universe
Complete with sun and moon
An entire galaxy and what's worse
U and eye 2 soon
Find each other xpanding beyond this dirty room
Butterscotch mountains
Sunshine, Run ur fingers up and down the
Obelisk in the earth
Down 2 33 rmps where
The primordial gives birth
Or else we lie neck high u and eye
In one another's ooze
Volcano magic
Summer time, Everybody knows what happens
When u worship from afar
The ebb and flow of angels
Dancing around the star
And if the sunrise is still a question
The answer's in the dark
Celibate
Mushroom
Canopy"
"Boyfriend Lyrics","2013","Prince","Boyfriend-Lyrics","Please keep your boyfriend away from me
Cause I just don't wanna fight
I wanna take responsibility for where you sleep tonight, Don't ask for my opinion,
Cause I just can't hold my tongue
But under his dominion, you won't be having fun
He sees you as possession, when I just see a queen
Closer to perfection than any other I've ever seen, So, please keep your boyfriend away from me
Cause I just don't wanna fight
I wanna take responsibility for where you sleep tonight, From what your body told me
You and I would get along
If I were you I'd hold me,
All else would just be wrong
With the deepest mark of magic
My name upon your walls
For him it must be tragic
But the bestest of them all, I am, So, please keep your boyfriend away from me
Cause I just don't wanna fight
I wanna take responsibility for where you sleep tonight"
"Breakfast Can Wait Lyrics","2014","Prince","Breakfast-Can-Wait-Lyrics","Hey baby, where you going?
No please don't rush off so soon
If you leave me like this
What I'm gonna do, Finally my eyes are open
I dream about you all night long
The only thing that I've been hoping for
is before you to go to work babe, we get it on
I ain't tryin' to make you blush,
But I just wanted to tell ya, I think you're great
I know you're late, but I need another taste,
Breakfast can wait!, Grits and gravy, cheese eggs and jam
Can nobody cook it like you girl
No ma'am!
This here early morning, need something else on my plate
I think I want another bite of you
Breakfast can wait!, You really put it on me
You shut it down last night
I thought the police was gonna come (last night)
Loud, yeah, cryin'
Yeah, I ain't tryin' to make you blush
I just think you're great
Ain't no need to rush,, Finally my eyes are open
I dream about you all night long
The only thing that I've been hoping for
is before you to go to work babe, we get it on
I ain't tryin' to make you blush,
But I just wanted to tell ya, I think you're great
I know you're late, but I need another taste,
Breakfast can wait!, Hotcakes smothered in honey
(wait a minute)
I'm gon' have to pass
Fresh cup of coffee, no, no
I'd rather have you in my glass
Only thing's that gonna sweeten my tongue
Only thing that's gonna last now
Is another bite of you babe, Finally my eyes are open
I dream about you all night long
The only thing that I've been hoping for
Is before you to go to work babe, we get it on
I ain't tryin' to make you blush,
But I just wanted to tell ya, I think you're great
I know you're late, but I need another taste,
Breakfast can wait!
Breakfast can wait!, Can't stop even if the police come
Breakfast can wait!
I got a double time, kick drum
Breakfast, breakfast
You can't leave a black man in this state
Breakfast can wait!
Oh no
Breakfast, breakfast can wait!, Come here baby, let me put you on my plate
Hey now
Breakfast can wait!
Better call your job yeah
Breakfast can wait!
Tell 'em you gon' be late
Breakfast can wait!
Yeah, yeah, yeah
Prince is in charge now
Nice one
Breakfast can wait!
Breakfast can wait!
Breakfast can wait!
You're the only thing I need
Breakfast can wait!
Sweetness in my tongue
Breakfast can wait!
Come here baby, let me show you where I'm from
Breakfast can wait!
Yeah
Breakfast can wait!
Oh, you know you might need to pray for me
You might need to come again
Breakfast can wait!
Oh yeah-yeah"
"Brother With a Purpose Lyrics","2006","Prince","Brother-With-a-Purpose-Lyrics","{B-side of N.P.G.}
MC T on a hit and to make sure I don't miss,
kick the beat as this fool persists, Step off me, get the hell off, well I'm riding
Flowing with this funky beat, you suckers keep on tryin'a
diss this, uh-uh, I ain't having it
Sucker duck, understand my schedule work too heavy
I'm a man, I mean, sometimes it seems hammer claim
but I can still cop a lean and explain to you
an MC who's got beef, I'm giving grief to disbelief
You said that I was new to this well put me on your hit list
I'm 'quipped to rule, and I squash all the bull, We got our own ideas!
We got our own ideas!
yeah, Antogonistic action, it's just a fraction
of what I feel for you, I'll take my time in a rhyme
Yo, let's bust a move, I'm steppin' with confidence
yes I know it's evident, a backseat to you that's irrelevant
you see it's like this, you shot and missed, and now it's my turn
you learn, you mess with the fire, you burn. and it's a heat up
situation sticky
You're the duck, huh, I won't be picky, I'm bassin'
you're chasing a dream that I'm livin'
you stupid pigeon, cause even with the high flow, I keep a low pro
you step off on me, and that's a sho' nuff n.o.
I mean a no-go
yeah, something like that, We got our own ideas! (yeah, yeah)
We got our own ideas! (yeah, yeah), Fuck it, you're tryin' to step on my tip, yeah, {on top of a slow NPG chorus:}
I'm a brother with a purpose (pump it up, T)
so I'll take my time and serve this right
despite the negativity,
never want society to get the best of me
you sold out, just another fool, holdin' out
on the pockets of my brothers tryin' to get clout
step back, cast the vapors, your vision's blurred, check out my behaviour
calm, cool, never sweat the issue (so what you're saying?)
What I'm saying is that we're past due
gotta stand up and be counted, can't you see the trouble keeps mountin', boy
And I won't stand for it, so get off
cause I'm about to have a fit
you can't step unless you step legit
Enough talk y'all, this is it, let's get ill with this
yeah, yeah, Suckers are trying to step off on my tip
We got our own ideas!
Suckers are trying to step off on my tip
We got our own ideas!
Suckers are trying to step off on my tip
We got our own ideas!
Suckers are trying to step off on my tip, As I roast, you toast - can't stand the heat of the aftermath
The worst you ran with you dis just to get a laugh
the brother you ridiculed,
they say you're the king of rules
yeah, time for school, time for walking,
I'm stalking, you're talking
as you run your mouth down, I'm chalking up another way of
gettin' paid in dividends
in the end, my friend, its just a verbal blend
yeah, get with that, What's up?
We got our own ideas! (yeah)
What's up?
We got our own ideas! (yeah), Brothers be jocking, freaks keep clocking
Brothers be jocking, skeezers are clocking, We got our own ideas!
Skeezers be on my tip (yeah)
trying to get with this
We got our own ideas!
Skeezers be on my tip (yeah)
trying to get with this
Skeezers be on my tip (yeah)
trying to get with this
Skeezers be on my tip (yeah)
We got our own ideas!, trying to get to this
clocking, I got my own ideas,
and they ain't got nothing to do with what's in here
see ya next year, 91, in full effect
I'm getting ign'ant
(yeah, yeah), We got our own ideas! (yeah, yeah)"
"Calhoun Square Lyrics","2006","Prince","Calhoun-Square-Lyrics","I don't like this much 2 drink
I was there
I know right now it's hard 2 think
I don't care
But it's time 4 U and me 2 wonder
Why we're here
Maybe we should roll 2 the rock and rumble
Calhoun Square (Let's roll), CHORUS:
Meet me there
If U dare
Calhoun Square!, It don't matter clothes U're wearin'
Or your hair
If U're freaky, they don't care and
They don't stare (Ain't nobody lookin' at U)
All that matters if U're happy
And if U're there (Are U there?)
Don't U wanna roll 2 the rock and rumble
Calhoun Square? (Don't U wanna? Come on now), Hey!, CHORUS, Walk through veils of many colors
If U dare (Do U dare?)
Jasmine, peach and love 4 others
In the air (It's all in the air)
Don't be shocked 2 see your mother
In the chair (Sit down, baby)
Everybody roll 2 the rock and rumble
Calhoun Square (Oh Lord), Hey, come on!
Oh Lord {x2}
Here me now, Calhoun Square, Calhoun Square {x2}, Meet me there
If U dare
Calhoun Square!"
"Call My Name Lyrics","2006","Prince","Call-My-Name-Lyrics","Call, call my name
Call it, call my name, Heard your voice this morning, calling out my name,
It had been so long since I heard it, that it didn't really sound quite the same, no
But it let me know, that my name had never really been spoken before
Before the day I carried you through the bridal path door,, And ever since that day I haven't wanted anyone but you,
And anybody who really knows me knows the truth, (Chorus)
I just can't stop writing songs about you
I love you so much
I just can't wait to get my arms around you
And feel your touch
If I don't see you real soon baby girl,
I might go insane
I know it's only been about 3 hours
But I love it when you call my name, I heard a voice on the news saying people want to stop the war (stop the war)
If they had a love as sweet as you they'd forget what they were fighting for,
What's the matter with the world today?
The land of the free? Somebody lied
They can bug my phone and people 'round my home
They'll only see you and me making love inside, (Chorus), I've never seen the moon look so lovely as the night I saw it with you,
It let me know I'd never seen the moon before,
So many speak of the moon as though it had no flaws,
But to compare it to a beauty like yours would give one pause
Nothing about you is false, that's why your love is real
God forbid if you belonged to another I'd have to steal you
I'd have to take you from your man
I might be tempted to break the law round here
Because your beauty, it gives one pause
It slows me down, (Chorus)"
"Call The Law Lyrics","2006","Prince","Call-The-Law-Lyrics","Step, step to the mic, huh
Not yet, step, step to the mic, huh, Step to the mic and taste the hype
It's manifested, this blessed gift, I had to bring it right
So let me dive right in
Where do I begin? Well, let me, (Call the law)
We're gettin' busy y'all
(We're gettin' busy y'all), (Call the law)
We're gettin' busy y'all
(We're gettin' busy y'all), (Call the dogs)
We're gettin' busy y'all
(We're gettin' busy y'all), (Call the law)
We're gettin' busy y'all
(We're gettin' busy y'all), Alright, alright, The law, they come around when everyone's having a ball
And by the way, that reminds me of a party y'all
North side Minnie, Twin Cities, mid-summer on the scene
And my people get busy fryin' up the bird
(Get the chicken, baby), Word, whoever heard of a party
Bein' ready without a money makin' pot of spaghetti
Yeah, what you laughin' at?
I'm sellin' liquor plus some plates at seven dollars a crack, Huh and that's profitable
And for a sucker like you, that's a mouthful
You better call the law 'cuz we gettin' extreme
Pick it up P, (Call the law)
We're gettin' busy y'all
(We're gettin' busy y'all), (Call the law)
We're gettin' busy y'all
(We're gettin' busy y'all), (Call the law)
We're gettin' busy y'all
(We're gettin' busy y'all), (Call the law)
We're gettin' busy y'all
(We're gettin' busy y'all), Alright, alright, alright, yeah, Man, I don't know what the hell y'all sellin'
Fellas, yo, what you doin' now?
What you doin', Tone?, Boy, I ain't turning down nothing
This is my place
You know what I'm sayin'?
Homeboy, Back to the scene, the basement's packed
Buddy at the front door breakin' backs
That's security ensuring thee
The best possible time for you and me, yeah, The party's jumpin'
Everybody's bumpin' to Rock Creek Park when
Bo and his girl got silly
(What'd she do?), Jumped up on my chandelier and got busy, yeah
He had to snatch the ho
(What?), We got Geo in the background screamin'
""Here we go, here we go""
Yeah, the tempo's upbeat
Hollywood swingin' at the end of the bar
He began singin', ""If I didn't care"", Yeah, you better call the law
(Call the law)
We're gettin' busy y'all
(We're gettin' busy y'all), Here we go, here we go
Alright, alright
Yeah, that's alright, Give it to me, come on
Yeah, alright, yeah
Kick it P
(You better call the law)
I'm outta here, yeah, Peace, Alright, alright"
"Can't Stop This Feeling I Got Lyrics","2006","Prince","Cant-Stop-This-Feeling-I-Got-Lyrics","Dear dad,
Things didn't turn out quite like I wanted them 2
Sometimes I feel like I'm gonna explode, Everybody wanna c u down 4 the count
But that ain't what being a real man's about
The brave and the bold hang around 4 the kill
So the bigger the hole, the bigger we fill it (fill it!)
They can hit us with all they got
But cha know what?
What?, I can't stop this feeling I got
I feel it right down 2 my toes
I can't stop this feeling I got
My body got 2 have it u know
I can't stop this feeling I got
I'll write a letter 2 the whole world
I can't stop this feeling I got
Every man, woman, boy and girl, Can't stop this feeling I got, I can't stop this feeling I got
I can't stop this feeling I got, I can't stop this feeling I got, I can't stop this feeling I got
U know I can't sleep at night
I can't stop, u know I love it a lot
I'm talking about an everlasting light
I can't stop this feeling I got
I get 2 shaking all in my shoes
I can't stop this feeling I got
The doctor say there's nothing that he can do, Can't stop this feeling I got, can't stop this feeling I got
I can't stop this feeling I got, can't stop this feeling I got
Keep on singing now, Can't stop. Try 2 tell me how 2 paint my palace
That ain't where it's at
That's like trying 2 tell Columbus that the world is flat
If the song we're singing truely is the best
Then that my brothers is the ultimate test
All in favor say Aye
We can change anything at all., I, I, I can't stop. Can't stop.
I'm in a butt kicking mood 2night y'all
Can't stop, can't stop.
Can't stop this feeling I got
Can't stop this feeling I got
Can't stop this feeling I got
Can't stop this feeling I got
Can't stop this feeling I got
Can't stop this feeling I got
(no, no, no, no)
Feeling, feeling, feeling, hey!
Hey, pardon me 4 living (pardon me 4 living)
But this is my world, (this is my world)
U can't make me change (u can't make me change)
May we all got 2 rearrange (rearrange)
Our brains (our brains), Yeah. Only we can change the world
Only we can change the world
Only we can change the world, 1, 2, 3, 1, 2, 3
I can't stop this feeling I got
I can't stop this feeling I got
I can't stop this feeling I got
Feeling, feeling, feeling, feeling, feeling, feeling, yeah!
Yeah!"
"Cause And Effect Lyrics","2010","Prince","Cause-And-Effect-Lyrics","I am here. where are you?
Ladies and gentlemen....., Cause and effect
hey, hey, hey, Iif had the chance to do it all again
I wouldn't change a thing, except my next of kin
There's something on the tip of my tongue
-got a taste for sin
If you stamp your passport full of regret
You have nothing to remember but a lot to forget
Leave no enemies, leave no debt, Made in the image of gods intellect"
